Youtuber,subscribers,video views,category,Title,uploads,Country,channel_type,video_views_rank,channel_type_rank,video_views_for_the_last_30_days,lowest_monthly_earnings,highest_monthly_earnings,lowest_yearly_earnings,highest_yearly_earnings,subscribers_for_last_30_days,created_year,Population,Latitude,Longitude
T-Series,245000000,228000000000.0,Music,T-Series,20082,India,Music,1.0,1.0,2258000000.0,564600.0,9000000.0,6800000.0,108400000.0,2000000.0,2006.0,1366417754.0,20.593684,78.96288
MrBeast,166000000,28368841870.0,Entertainment,MrBeast,741,United States,Entertainment,48.0,1.0,1348000000.0,337000.0,5400000.0,4000000.0,64700000.0,8000000.0,2012.0,328239523.0,37.09024,-95.712891
Cocomelon - Nursery Rhymes,162000000,164000000000.0,Education,Cocomelon - Nursery Rhymes,966,United States,Education,2.0,1.0,1975000000.0,493800.0,7900000.0,5900000.0,94800000.0,1000000.0,2006.0,328239523.0,37.09024,-95.712891
SET India,159000000,148000000000.0,Shows,SET India,116536,India,Entertainment,3.0,2.0,1824000000.0,455900.0,7300000.0,5500000.0,87500000.0,1000000.0,2006.0,1366417754.0,20.593684,78.96288
ýýý Kids Diana Show,112000000,93247040539.0,People & Blogs,ýýý Kids Diana Show,1111,United States,Entertainment,5.0,3.0,731674000.0,182900.0,2900000.0,2200000.0,35100000.0,0.0,2015.0,328239523.0,37.09024,-95.712891
PewDiePie,111000000,29058044447.0,Gaming,PewDiePie,4716,Japan,Entertainment,44.0,4.0,39184000.0,9800.0,156700.0,117600.0,1900000.0,0.0,2010.0,126226568.0,36.204824,138.252924
Like Nastya,106000000,90479060027.0,People & Blogs,Like Nastya Vlog,493,Russia,People,630.0,25.0,48947000.0,12200.0,195800.0,146800.0,2300000.0,100000.0,2016.0,144373535.0,61.52401,105.318756
Vlad and Niki,98900000,77180169894.0,Entertainment,Vlad and Niki,574,United States,Entertainment,8.0,6.0,580574000.0,145100.0,2300000.0,1700000.0,27900000.0,600000.0,2018.0,328239523.0,37.09024,-95.712891
Zee Music Company,96700000,57856289381.0,Music,Zee Music Company,8548,India,Music,12.0,2.0,803613000.0,200900.0,3200000.0,2400000.0,38600000.0,1100000.0,2014.0,1366417754.0,20.593684,78.96288
WWE,96000000,77428473662.0,Sports,WWE,70127,United States,Sports,7.0,1.0,714614000.0,178700.0,2900000.0,2100000.0,34300000.0,600000.0,2007.0,328239523.0,37.09024,-95.712891
BLACKPINK,89800000,32144597566.0,People & Blogs,BLACKPINK,543,South Korea,Music,32.0,3.0,498930000.0,124700.0,2000000.0,1500000.0,23900000.0,700000.0,2016.0,51709098.0,35.907757,127.766922
Goldmines,86900000,24118230580.0,Film & Animation,goldmines,1,Unknown,Music,4056562.0,5663.0,18.0,0.0,0.07,0.05,0.86,0.0,2006.0,0.0,0.0,0.0
Sony SAB,83000000,101000000000.0,Shows,Sony SAB,71270,India,Entertainment,4.0,7.0,1657000000.0,414300.0,6600000.0,5000000.0,79600000.0,1100000.0,2007.0,1366417754.0,20.593684,78.96288
5-Minute Crafts,80100000,26236790209.0,Howto & Style,5-Minute Crafts 2.0,1,United Kingdom,Entertainment,4057901.0,6781.0,1.0,0.0,0.0,0.0,0.05,0.0,2020.0,66834405.0,55.378051,-3.435973
BANGTANTV,75600000,20826993957.0,Music,BANGTANTV,2281,South Korea,Music,112.0,4.0,168290000.0,42100.0,673200.0,504900.0,8100000.0,400000.0,2012.0,51709098.0,35.907757,127.766922
Justin Bieber,71600000,30608119724.0,Music,Justin Bieber,249,Canada,Music,38.0,6.0,176326000.0,44100.0,705300.0,529000.0,8500000.0,100000.0,2007.0,36991981.0,56.130366,-106.346771
HYBE LABELS,71300000,28634566938.0,Music,HYBE LABELS,1337,South Korea,Music,46.0,5.0,598173000.0,149500.0,2400000.0,1800000.0,28700000.0,900000.0,2008.0,51709098.0,35.907757,127.766922
Zee TV,70500000,73139054467.0,Entertainment,Zee TV,129204,India,Entertainment,9.0,8.0,1707000000.0,426800.0,6800000.0,5100000.0,81900000.0,900000.0,2005.0,1366417754.0,20.593684,78.96288
Pinkfong Baby Shark - Kids' Songs & Stories,68200000,38843229963.0,Education,Pinkfong Baby Shark - Kids' Songs & Stories,2865,United States,Education,23.0,2.0,473387000.0,118300.0,1900000.0,1400000.0,22700000.0,600000.0,2011.0,328239523.0,37.09024,-95.712891
Canal KondZilla,66500000,36775585925.0,Music,Canal KondZilla,2572,Brazil,Music,25.0,7.0,447223000.0,0.0,0.0,0.0,0.0,0.0,2012.0,212559417.0,-14.235004,-51.92528
ChuChu TV Nursery Rhymes & Kids Songs,65900000,45757850229.0,Education,ChuChu TV Nursery Rhymes & Kids Songs,633,India,Education,18.0,3.0,420292000.0,105100.0,1700000.0,1300000.0,20200000.0,500000.0,2013.0,1366417754.0,20.593684,78.96288
Shemaroo Filmi Gaane,65600000,28648024439.0,Music,Shemaroo Filmi Gaane,8502,India,Music,47.0,8.0,254961000.0,63700.0,1000000.0,764900.0,12200000.0,400000.0,2010.0,1366417754.0,20.593684,78.96288
Colors TV,64600000,61510906457.0,Shows,Colors TV,112915,India,Entertainment,10.0,9.0,1188000000.0,296900.0,4800000.0,3600000.0,57000000.0,1100000.0,2008.0,1366417754.0,20.593684,78.96288
T-Series Bhakti Sagar,61000000,29533230328.0,Music,T- SERIES BHAKTI SAGAR,13,India,Music,4053938.0,5744.0,10.0,0.0,0.04,0.03,0.48,0.0,2018.0,1366417754.0,20.593684,78.96288
Dude Perfect,59500000,16241549158.0,Sports,Dude Perfect,389,United States,Sports,182.0,3.0,141200000.0,35300.0,564800.0,423600.0,6800000.0,100000.0,2009.0,328239523.0,37.09024,-95.712891
Movieclips,59500000,59316472754.0,Film & Animation,Movieclips,39113,United States,Film,11.0,3.0,114668000.0,28700.0,458700.0,344000.0,5500000.0,100000.0,2006.0,328239523.0,37.09024,-95.712891
Tips Official,59300000,33431802698.0,Music,Tips Official,4741,India,Music,30.0,10.0,422634000.0,105700.0,1700000.0,1300000.0,20300000.0,600000.0,2007.0,1366417754.0,20.593684,78.96288
El Reino Infantil,58400000,57271630846.0,Music,El Reino Infantil,1510,Argentina,Music,13.0,11.0,611828000.0,153000.0,2400000.0,1800000.0,29400000.0,600000.0,2011.0,44938712.0,-38.416097,-63.616672
Wave Music,58000000,40602020243.0,Music,Wave Music,19487,India,Music,21.0,12.0,232025000.0,58000.0,928100.0,696100.0,11100000.0,500000.0,2014.0,1366417754.0,20.593684,78.96288
Aaj Tak,57600000,25307753534.0,News & Politics,Aaj Tak,283775,India,News,71.0,1.0,461148000.0,115300.0,1800000.0,1400000.0,22100000.0,500000.0,2009.0,1366417754.0,20.593684,78.96288
Sony Music India,57200000,28837144516.0,Music,Sony Music India,3882,India,Music,45.0,13.0,259310000.0,64800.0,1000000.0,777900.0,12400000.0,300000.0,2009.0,1366417754.0,20.593684,78.96288
EminemMusic,56900000,27073872856.0,Music,EminemMusic,156,United States,Music,59.0,14.0,260193000.0,65000.0,1000000.0,780600.0,12500000.0,300000.0,2007.0,328239523.0,37.09024,-95.712891
Marshmello,56400000,14696003229.0,Entertainment,Marshmello,436,United States,Music,233.0,15.0,112100000.0,28000.0,448400.0,336300.0,5400000.0,100000.0,2015.0,328239523.0,37.09024,-95.712891
YRF,54600000,35302243691.0,Film & Animation,YRF,3707,India,Music,28.0,16.0,512093000.0,128000.0,2000000.0,1500000.0,24600000.0,500000.0,2006.0,1366417754.0,20.593684,78.96288
LooLoo Kids - Nursery Rhymes and Children's Songs,54000000,32312431239.0,Music,LooLoo Kids - Nursery Rhymes and Children's ï¿½,11,Unknown,Unknown,3800129.0,0.0,159.0,0.04,0.64,0.48,8.0,0.0,2016.0,0.0,0.0,0.0
Ed Sheeran,53500000,30367676736.0,Music,Ed Sheeran,383,United Kingdom,Music,39.0,18.0,202720000.0,50700.0,810900.0,608200.0,9700000.0,100000.0,2006.0,66834405.0,55.378051,-3.435973
Infobells - Hindi,53300000,30516172739.0,Education,Infobells - Hindi,577,India,Education,37.0,4.0,815949000.0,204000.0,3300000.0,2400000.0,39200000.0,1600000.0,2014.0,1366417754.0,20.593684,78.96288
Taylor Swift,52900000,29884657286.0,Music,Taylor Swift,216,United States,Music,40.0,19.0,528392000.0,132100.0,2100000.0,1600000.0,25400000.0,800000.0,2006.0,328239523.0,37.09024,-95.712891
Ariana Grande,52700000,24004842608.0,Music,Ariana Grande,147,United States,Music,78.0,20.0,160216000.0,40100.0,640900.0,480600.0,7700000.0,100000.0,2007.0,328239523.0,37.09024,-95.712891
BillionSurpriseToys  - Nursery Rhymes & Cartoons,52200000,9877365274.0,Education,BillionSurpriseToys  - Nursery Rhymes & Cartï¿½,847,United States,Education,450.0,5.0,266747000.0,66700.0,1100000.0,800200.0,12800000.0,600000.0,2013.0,328239523.0,37.09024,-95.712891
JuegaGerman,48100000,14631710289.0,Gaming,JuegaGerman,2052,Chile,Games,237.0,2.0,66388000.0,16600.0,265600.0,199200.0,3200000.0,200000.0,2013.0,18952038.0,-35.675147,-71.542969
Billie Eilish,47900000,13626331061.0,Music,Billie Eilish,65,United States,Music,263.0,21.0,146862000.0,36700.0,587400.0,440600.0,7000000.0,200000.0,2013.0,328239523.0,37.09024,-95.712891
Get Movies,47500000,30788679536.0,Entertainment,Get Movies,3322,Russia,Film,35.0,4.0,306540000.0,76600.0,1200000.0,919600.0,14700000.0,700000.0,2006.0,144373535.0,61.52401,105.318756
Shemaroo,47400000,22519705183.0,Entertainment,Shemaroo,11451,India,Entertainment,97.0,10.0,232744000.0,58200.0,931000.0,698200.0,11200000.0,500000.0,2007.0,1366417754.0,20.593684,78.96288
Badabun,46800000,19398045702.0,Entertainment,badabun,1,Unknown,Music,4047729.0,5525.0,440.0,0.11,2.0,1.0,21.0,75.0,2007.0,0.0,0.0,0.0
SonyMusicIndiaVEVO,46600000,27286058807.0,Music,SonyMusicIndiaVEVO,3444,United States,Music,55.0,22.0,314505000.0,78600.0,1300000.0,943500.0,15100000.0,400000.0,2009.0,328239523.0,37.09024,-95.712891
A4,46300000,22936630813.0,Gaming,aefour,1,Cuba,People,4053056.0,5359.0,94.0,0.02,0.38,0.28,5.0,10.0,2006.0,11333483.0,21.521757,-77.781167
Bad Bunny,46100000,30686342319.0,Music,badbunny,1,Unknown,Sports,4046070.0,4501.0,1.0,0.0,0.0,0.0,0.05,0.0,2005.0,0.0,0.0,0.0
Fernanfloo,46100000,10323391593.0,Gaming,Fernanfloo,543,El Salvador,Games,419.0,3.0,33842000.0,8500.0,135400.0,101500.0,1600000.0,200000.0,2011.0,6453553.0,13.794185,-88.89653
Voot Kids,45500000,21388725229.0,Entertainment,Voot Kids,4660,India,Entertainment,105.0,13.0,233988000.0,58500.0,936000.0,702000.0,11200000.0,400000.0,2016.0,1366417754.0,20.593684,78.96288
Felipe Neto,45200000,16602198273.0,Entertainment,Felipe Neto,4331,Brazil,Entertainment,174.0,14.0,130359000.0,32600.0,521400.0,391100.0,6300000.0,200000.0,2006.0,212559417.0,-14.235004,-51.92528
Vocï¿½ï¿½ï¿½,44700000,7828610828.0,Entertainment,Vocï¿½ï¿½ï¿½,1558,Brazil,Entertainment,681.0,15.0,48032000.0,12000.0,192100.0,144100.0,2300000.0,100000.0,2013.0,212559417.0,-14.235004,-51.92528
HAR PAL GEO,44600000,41139050371.0,Entertainment,HAR PAL GEO,100755,Pakistan,Entertainment,20.0,15.0,1337000000.0,334300.0,5300000.0,4000000.0,64200000.0,1300000.0,2008.0,216565318.0,30.375321,69.345116
BRIGHT SIDE,44500000,10708531817.0,Howto & Style,brightside,0,Unknown,Unknown,4057944.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2005.0,0.0,0.0,0.0
Katy Perry,44200000,25458952022.0,Music,Katy Perry,128,United States,Music,70.0,24.0,134242000.0,33600.0,537000.0,402700.0,6400000.0,100000.0,2008.0,328239523.0,37.09024,-95.712891
whinderssonnunes,44200000,4274709210.0,Comedy,whinderssonnunes,558,Brazil,Comedy,1741.0,1.0,26683000.0,6700.0,106700.0,80100.0,1300000.0,0.0,2013.0,212559417.0,-14.235004,-51.92528
ABS-CBN Entertainment,44200000,50292540392.0,People & Blogs,ABS-CBN Entertainment,193890,Philippines,Entertainment,16.0,16.0,176629000.0,44200.0,706500.0,529900.0,8500000.0,300000.0,2008.0,108116615.0,12.879721,121.774017
Alan Walker,43700000,12884264778.0,Music,alanwalker,8,Thailand,Film,4056116.0,5270.0,22.0,0.01,0.09,0.07,1.0,0.0,2006.0,69625582.0,15.870032,100.992541
HolaSoyGerman.,43600000,4831311245.0,Entertainment,holasoygerman. 2,6,Unknown,People,4047806.0,7716.0,4.0,0.0,0.02,0.01,0.19,0.0,2016.0,0.0,0.0,0.0
Shakira,43500000,27568757295.0,People & Blogs,Shakira,326,Colombia,Howto,52.0,3.0,353412000.0,88400.0,1400000.0,1100000.0,17000000.0,500000.0,2005.0,50339443.0,4.570868,-74.297333
ýýýýýýýý ýý ýýýýýýýýýýýýýý,43200000,36458726976.0,Film & Animation,ýýýýýýýý ýý ýýýýýýýýýýýýýý,1478,Russia,Education,26.0,6.0,303780000.0,75900.0,1200000.0,911300.0,14600000.0,300000.0,2011.0,144373535.0,61.52401,105.318756
ARY Digital HD,43200000,37939780685.0,Entertainment,ARY Digital HD,109871,Pakistan,Entertainment,24.0,18.0,1149000000.0,287300.0,4600000.0,3400000.0,55200000.0,900000.0,2016.0,216565318.0,30.375321,69.345116
Speed Records,42500000,26820902622.0,Music,Speed Records,10938,India,Music,62.0,26.0,159757000.0,39900.0,639000.0,479300.0,7700000.0,100000.0,2012.0,1366417754.0,20.593684,78.96288
Masha and The Bear,42400000,24519022988.0,Shows,Masha and The Bear,1218,United States,Film,74.0,5.0,670459000.0,167600.0,2700000.0,2000000.0,32200000.0,1000000.0,2014.0,328239523.0,37.09024,-95.712891
Like Nastya Show,42400000,19547696190.0,Entertainment,Like Nastya Show,618,United States,Entertainment,128.0,19.0,53202000.0,13300.0,212800.0,159600.0,2600000.0,0.0,2017.0,328239523.0,37.09024,-95.712891
Rihanna,41900000,22477745835.0,Entertainment,Rihanna,84,Barbados,Music,98.0,27.0,182926000.0,45700.0,731700.0,548800.0,8800000.0,100000.0,2005.0,287025.0,13.193887,-59.543198
Ishtar Music,41400000,17608931161.0,Trailers,Ishtar Music,4510,India,Music,155.0,28.0,180942000.0,45200.0,723800.0,542800.0,8700000.0,400000.0,2005.0,1366417754.0,20.593684,78.96288
Kimberly Loaiza,41300000,5603111948.0,People & Blogs,Kimberly Loaiza,291,Mexico,People,1157.0,1.0,136745000.0,34200.0,547000.0,410200.0,6600000.0,400000.0,2016.0,126014024.0,23.634501,-102.552784
Little Baby Bum - Nursery Rhymes & Kids Songs,40900000,39450824833.0,Education,Little Baby Bum - Nursery Rhymes & Kids Songs,2423,United States,Education,22.0,7.0,98775000.0,24700.0,395100.0,296300.0,4700000.0,100000.0,2011.0,328239523.0,37.09024,-95.712891
Luisito Comunica,40600000,8670473639.0,Comedy,Luis Arturo Villar Sudek,0,Mexico,Comedy,3612215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010.0,126014024.0,23.634501,-102.552784
elrubiusOMG,40400000,7410536668.0,Gaming,elrubiusOMG,703,Unknown,Entertainment,756.0,21.0,5773000.0,1400.0,23100.0,17300.0,277100.0,0.0,2011.0,0.0,0.0,0.0
Toys and Colors,40300000,47005053156.0,Entertainment,Toys and colors,4,Unknown,People,3989650.0,7330.0,5.0,0.0,0.02,0.02,0.24,0.0,2018.0,0.0,0.0,0.0
shfa2 - ï¿½ï¿½,39700000,23884824160.0,People & Blogs,shfa2 - ï¿½ï¿½,1596,United Arab Emirates,People,81.0,2.0,247731000.0,61900.0,990900.0,743200.0,11900000.0,300000.0,2017.0,9770529.0,23.424076,53.847818
LUCCAS NETO - LUCCAS TOON,39400000,22302547082.0,People & Blogs,LUCCAS NETO- LUCCAS TOON,1,Unknown,Games,4057895.0,7498.0,2.0,0.0,0.01,0.01,0.1,0.0,2021.0,0.0,0.0,0.0
CarryMinati,39200000,3294013141.0,Comedy,CarryMinati,186,India,Comedy,2487.0,2.0,78688000.0,19700.0,314800.0,236100.0,3800000.0,700000.0,2014.0,1366417754.0,20.593684,78.96288
XXXTENTACION,39200000,10507474316.0,Music,XXXTENTACION,133,United States,Music,403.0,29.0,58362000.0,14600.0,233400.0,175100.0,2800000.0,100000.0,2015.0,328239523.0,37.09024,-95.712891
Super Simple Songs - Kids Songs,39200000,44900897958.0,Education,Super Simple Songs - Kids Songs,744,Canada,Education,19.0,8.0,560756000.0,140200.0,2200000.0,1700000.0,26900000.0,400000.0,2006.0,36991981.0,56.130366,-106.346771
Mikecrack,39100000,16118181673.0,Gaming,Mikecrack,1876,Spain,Games,188.0,4.0,264108000.0,66000.0,1100000.0,792300.0,12700000.0,800000.0,2015.0,47076781.0,40.463667,-3.74922
WorkpointOfficial,39000000,36131228583.0,Entertainment,WorkpointOfficial,72580,Thailand,Entertainment,27.0,24.0,130461000.0,32600.0,521800.0,391400.0,6300000.0,200000.0,2012.0,69625582.0,15.870032,100.992541
GR6 EXPLODE,38900000,25154232306.0,Music,GR6 EXPLODE,3043,Brazil,Music,73.0,30.0,1635000000.0,408700.0,6500000.0,4900000.0,78500000.0,100000.0,2014.0,212559417.0,-14.235004,-51.92528
TEDx Talks,38600000,7339333120.0,Nonprofits & Activism,TEDx Talks,200933,United States,Nonprofit,768.0,1.0,45638000.0,11400.0,182600.0,136900.0,2200000.0,100000.0,2009.0,328239523.0,37.09024,-95.712891
shfa,38400000,21528116909.0,People & Blogs,ýýýýýýýýýý ýýýýýý,982,Saudi Arabia,Games,150882.0,1454.0,1589000.0,397.0,6400.0,4800.0,76300.0,2000.0,2018.0,34268528.0,23.885942,45.079162
Goldmines Gaane Sune Ansune,38300000,16718192386.0,Music,Goldmines Gaane Sune Ansune,3532,India,Music,170.0,31.0,814756000.0,203700.0,3300000.0,2400000.0,39100000.0,400000.0,2015.0,1366417754.0,20.593684,78.96288
One Direction,38200000,13598903820.0,Music,21 Savage,11,United States,Music,539848.0,2594.0,6348.0,2.0,25.0,19.0,305.0,100.0,2016.0,328239523.0,37.09024,-95.712891
TheEllenShow,38200000,22756581750.0,Entertainment,TheEllenShow,15672,United States,Entertainment,93.0,26.0,21804000.0,5500.0,87200.0,65400.0,1000000.0,0.0,2006.0,328239523.0,37.09024,-95.712891
Sony PAL,38200000,28519339489.0,Shows,Sony PAL,24089,India,Entertainment,49.0,25.0,415914000.0,104000.0,1700000.0,1200000.0,20000000.0,500000.0,2014.0,1366417754.0,20.593684,78.96288
Daddy Yankee,38000000,22731415608.0,Music,Daddy Yankee,505,United States,Music,92.0,33.0,205594000.0,51400.0,822400.0,616800.0,9900000.0,100000.0,2011.0,328239523.0,37.09024,-95.712891
Vlad vï¿½ï¿½ï,37900000,23510152352.0,Unknown,Vlad vï¿½ï¿½ï,515,United States,Entertainment,84.0,27.0,244093000.0,61000.0,976400.0,732300.0,11700000.0,200000.0,2018.0,328239523.0,37.09024,-95.712891
Like Nastya ESP,37600000,18208196857.0,Entertainment,Like Nastya ESP,743,United States,Entertainment,145.0,28.0,321026000.0,80300.0,1300000.0,963100.0,15400000.0,700000.0,2017.0,328239523.0,37.09024,-95.712891
ýýýýýýýýýýýý one31,37500000,27262462114.0,Entertainment,ýýýýýýýýýýýý one31,117152,Thailand,Entertainment,56.0,29.0,140754000.0,35200.0,563000.0,422300.0,6800000.0,300000.0,2013.0,69625582.0,15.870032,100.992541
Jkk Entertainment,37200000,16402066717.0,Comedy,Jkk Entertainment,220,India,Comedy,178.0,3.0,49861000.0,12500.0,199400.0,149600.0,2400000.0,100000.0,2017.0,1366417754.0,20.593684,78.96288
ABP NEWS,37000000,13102611515.0,People & Blogs,ABP NEWS,301308,India,News,280.0,2.0,267060000.0,66800.0,1100000.0,801200.0,12800000.0,400000.0,2012.0,1366417754.0,20.593684,78.96288
Maria Clara & JP,37000000,24188861917.0,People & Blogs,Maria Clara & JP,744,Brazil,Entertainment,75.0,30.0,251449000.0,62900.0,1000000.0,754300.0,12100000.0,300000.0,2015.0,212559417.0,-14.235004,-51.92528
Bruno Mars,36700000,19378155425.0,Music,Bruno Mars,99,United States,Music,134.0,34.0,175243000.0,43800.0,701000.0,525700.0,8400000.0,200000.0,2006.0,328239523.0,37.09024,-95.712891
Maroon 5,36600000,22553923546.0,Music,Maroon 5,171,United States,Music,96.0,35.0,152825000.0,38200.0,611300.0,458500.0,7300000.0,0.0,2006.0,328239523.0,37.09024,-95.712891
Ultra Bollywood,36600000,15653786446.0,Trailers,Ultra Bollywood,9168,India,Entertainment,205.0,31.0,131462000.0,0.0,0.0,0.0,0.0,200000.0,2009.0,1366417754.0,20.593684,78.96288
PowerKids TV,36500000,18961241905.0,Film & Animation,PowerKids TV,5621,Unknown,Film,139.0,6.0,318702000.0,79700.0,1300000.0,956100.0,15300000.0,600000.0,2014.0,0.0,0.0,0.0
YouTube,36300000,3010784935.0,News & Politics,YouTube,744,United States,Entertainment,2860.0,5.0,21103000.0,5300.0,84400.0,63300.0,1000000.0,300000.0,1970.0,328239523.0,37.09024,-95.712891
Ozuna,36200000,23355801606.0,Music,Ozuna,196,Unknown,Music,87.0,36.0,169242000.0,42300.0,677000.0,507700.0,8100000.0,100000.0,2016.0,0.0,0.0,0.0
MrBeast Gaming,36100000,6331332547.0,Gaming,MrBeastGaming,5,Unknown,Comedy,4057305.0,4880.0,32.0,0.01,0.13,0.1,2.0,1.0,2011.0,0.0,0.0,0.0
La Granja de Zenï¿½,35700000,27118354077.0,Music,La Granja de Zenï¿½,654,Argentina,Music,58.0,37.0,302071000.0,75500.0,1200000.0,906200.0,14500000.0,400000.0,2013.0,44938712.0,-38.416097,-63.616672
Saregama Music,35500000,15657673422.0,Entertainment,Saregama Music,7566,India,Music,199.0,38.0,533793000.0,133400.0,2100000.0,1600000.0,25600000.0,900000.0,2013.0,1366417754.0,20.593684,78.96288
IndiaTV,35500000,16105023749.0,News & Politics,IndiaTV,273255,India,News,185.0,3.0,290847000.0,72700.0,1200000.0,872500.0,14000000.0,600000.0,2006.0,1366417754.0,20.593684,78.96288
T-Series Bollywood Classics,35400000,22637783517.0,Music,T-Series Bollywood Classics,2010,India,Music,94.0,39.0,331474000.0,82900.0,1300000.0,994400.0,15900000.0,500000.0,2012.0,1366417754.0,20.593684,78.96288
Total Gaming,35400000,5556364230.0,Gaming,totalgaming,1,Unknown,Autos,4056447.0,3902.0,53.0,0.01,0.21,0.16,3.0,2.0,2006.0,0.0,0.0,0.0
Markiplier,35200000,20297931219.0,Gaming,Markiplier,5490,United States,Games,119.0,8.0,127329000.0,31800.0,509300.0,382000.0,6100000.0,100000.0,2012.0,328239523.0,37.09024,-95.712891
Ryan's World,35200000,55299840198.0,Entertainment,Ryan's World,2453,United States,Entertainment,15.0,32.0,238613000.0,59700.0,954500.0,715800.0,11500000.0,200000.0,2015.0,328239523.0,37.09024,-95.712891
Genevieve's Playhouse - Learning Videos for Kids,34900000,25607397308.0,Education,Genevieve's Playhouse - Learning Videos for ï¿½,617,United States,Film,69.0,7.0,335307000.0,83800.0,1300000.0,1000000.0,16100000.0,300000.0,2016.0,328239523.0,37.09024,-95.712891
T-Series Apna Punjab,34600000,21306315429.0,Music,T- Series Apna Punjab,0,Unknown,News,4057944.0,4653.0,0.0,0.0,0.0,0.0,0.0,0.0,2020.0,0.0,0.0,0.0
Techno Gamerz,34400000,9690499664.0,Gaming,TechnoGamerz,1,Unknown,Games,4057311.0,7489.0,86.0,0.02,0.34,0.26,4.0,3.0,2010.0,0.0,0.0,0.0
Geet MP3,34300000,12746535822.0,Music,Geet MP3,679,India,Music,299.0,41.0,101357000.0,25300.0,405400.0,304100.0,4900000.0,100000.0,2016.0,1366417754.0,20.593684,78.96288
J Balvin,34100000,23005313609.0,Music,J Balvin,141,Colombia,Music,89.0,42.0,128696000.0,32200.0,514800.0,386100.0,6200000.0,100000.0,2011.0,50339443.0,4.570868,-74.297333
Jess No Limit,34000000,3963007415.0,Entertainment,Jess No Limit,2284,Indonesia,Entertainment,1882.0,33.0,547141000.0,136800.0,2200000.0,1600000.0,26300000.0,5500000.0,2017.0,270203917.0,-0.789275,113.921327
Jingle Toons,34000000,11351015824.0,Film & Animation,Jingle Toons,240,India,Film,360.0,8.0,179903000.0,45000.0,719600.0,539700.0,8600000.0,600000.0,2013.0,1366417754.0,20.593684,78.96288
VEGETTA777,33800000,15432929204.0,Gaming,VEGETTA777,7606,Spain,Games,211.0,10.0,39094000.0,9800.0,156400.0,117300.0,1900000.0,0.0,2008.0,47076781.0,40.463667,-3.74922
Galinha Pintadinha,33800000,27274550757.0,Film & Animation,Galinha Pintadinha,66,Brazil,Film,54.0,9.0,403508000.0,100900.0,1600000.0,1200000.0,19400000.0,200000.0,2006.0,212559417.0,-14.235004,-51.92528
SSSniperWolf,33700000,23492684419.0,Gaming,SSSniperWolf,3366,United States,Entertainment,83.0,35.0,210955000.0,52700.0,843800.0,632900.0,10100000.0,200000.0,2013.0,328239523.0,37.09024,-95.712891
Desi Music Factory,33700000,10189027455.0,Music,Desi music factory,2,Unknown,Music,4057699.0,5775.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,0.0,0.0,0.0
Selena Gomez,33600000,13013567335.0,Film & Animation,Selena Gomez,188,United States,Music,288.0,43.0,115792000.0,28900.0,463200.0,347400.0,5600000.0,200000.0,2008.0,328239523.0,37.09024,-95.712891
Rajshri,33500000,14864294792.0,Music,Rajshri,3741,India,Entertainment,222.0,36.0,272255000.0,68100.0,1100000.0,816800.0,13100000.0,500000.0,2006.0,1366417754.0,20.593684,78.96288
Ch3Thailand,33500000,29611914495.0,Entertainment,Ch3Thailand,96214,Thailand,Entertainment,41.0,37.0,61307000.0,0.0,0.0,0.0,0.0,100000.0,2014.0,69625582.0,15.870032,100.992541
KHANDESHI MOVIES,33500000,11405809704.0,Comedy,KHANDESHI MOVIES,217,India,Comedy,357.0,4.0,24736000.0,6200.0,98900.0,74200.0,1200000.0,100000.0,2013.0,1366417754.0,20.593684,78.96288
NoCopyrightSounds,33400000,10530729078.0,Music,NoCopyrightSounds,1331,United Kingdom,Music,402.0,44.0,55654000.0,13900.0,222600.0,167000.0,2700000.0,0.0,2011.0,66834405.0,55.378051,-3.435973
CVS 3D Rhymes & Kids Songs,33400000,20269857567.0,Education,CVS 3D Rhymes & Kids Songs,338,India,Education,120.0,9.0,136084000.0,34000.0,544300.0,408300.0,6500000.0,200000.0,2008.0,1366417754.0,20.593684,78.96288
Ricis Official,33300000,5994136760.0,People & Blogs,Ricis Official,2736,Indonesia,Entertainment,1043.0,34.0,157101000.0,39300.0,628400.0,471300.0,7500000.0,1900000.0,2016.0,270203917.0,-0.789275,113.921327
BabyBus - Kids Songs and Cartoons,32800000,26355088167.0,Education,BabyBus - Kids Songs and Cartoons,2122,United States,Education,64.0,10.0,127498000.0,31900.0,510000.0,382500.0,6100000.0,200000.0,2016.0,328239523.0,37.09024,-95.712891
Eros Now Music,32700000,17853798780.0,Entertainment,Mzaalo,1521,India,Entertainment,8055.0,838.0,20263000.0,5100.0,81100.0,60800.0,972600.0,40000.0,2012.0,1366417754.0,20.593684,78.96288
BETER Bï¿½ï¿½,32700000,19180039918.0,Unknown,BETER Bï¿½ï¿½,2738,Turkey,Games,137.0,11.0,1463000000.0,365900.0,5900000.0,4400000.0,70200000.0,2100000.0,2012.0,83429615.0,38.963745,35.243322
DisneyMusicVEVO,32700000,28516250629.0,Music,DisneyMusicVEVO,2068,United States,Music,50.0,45.0,329861000.0,82500.0,1300000.0,989600.0,15800000.0,300000.0,2010.0,328239523.0,37.09024,-95.712891
